Country,Year,Status,Life_expectancy,Adult_mortality,Infant_mortality,Alcohol_consumption,Health_expenditure,HepB_immunization,Measles_cases,BMI,Under_5_deaths,Polio_immunization,Total_health_expenditure,Diphtheria_immunization,HIV_AIDS_deaths,GDP_per_capita,Population,Thinness_1_19_years,Thinness_5_9_years,Human_development_index,Schooling_years
Saudi Arabia,2005,Developing,73.1,11,9,0.05,1117.048134,97,373,6.2,10,96,3.42,96,0.1,13739.82945,30000000,7.2,7.3,0.761,12.4
Saudi Arabia,2004,Developing,73.1,12,9,0.06,816.4795082,96,1880,59.4,11,96,3.58,96,0.1,11138.8746,30000000,7.2,7.3,0.754,12.3
Saudi Arabia,2003,Developing,73,13,9,0.05,832.3688708,95,1208,58.5,11,95,4.2,95,0.1,9567.458285,30000000,7.2,7.3,0.747,12.2
Saudi Arabia,2002,Developing,72.9,15,10,0.05,688.0972667,97,311,57.7,11,95,4.28,95,0.1,8655.311531,30000000,7.3,7.3,0.745,12.1
Saudi Arabia,2001,Developing,72.8,17,10,0.05,710.4952397,95,155,56.9,12,97,4.49,97,0.1,8643.4944,30000000,7.3,7.3,0.742,12
Saudi Arabia,2000,Developing,72.6,11,10,0.05,782.1799815,93,0,56.2,12,95,4.24,95,0.1,9126.954277,30000000,7.3,7.4,0.737,11.8
Senegal,2015,Developing,66.7,188,19,,0,89,58,24.3,26,85,,89,0.3,98.7256145,14976994,9.5,9.3,0.491,9.5
Senegal,2014,Developing,66.4,192,19,0.26,12.80528533,89,32,23.8,27,85,4.66,89,0.3,152.443873,14546111,9.7,9.5,0.483,9.1
Senegal,2010,Developing,64.3,212,21,0.28,1.020071763,89,428,21.7,32,76,4.62,89,0.4,11.631377,12916229,1.4,1.3,0.449,7.7
Senegal,2007,Developing,62.1,23,22,0.32,8.309152927,94,11,2.3,36,93,4.72,94,0.7,95.3978522,11873557,11,1.9,0.425,6.8
Senegal,2006,Developing,61.3,236,23,0.34,10.43022617,89,3,19.9,38,89,5.44,89,0.7,89.838296,11556763,11.2,11.1,0.422,6.6
Senegal,2005,Developing,65,242,23,0.33,96.03725103,84,0,19.5,40,84,5.35,84,0.7,773.8698713,11251266,11.4,11.3,0.415,6.4
Serbia,2013,Developing,75.3,122,1,9.16,880.6403367,91,1,58.9,1,97,1.12,95,0.1,6353.826383,7164132,2.1,2.1,0.766,14.1
Serbia,2010,Developing,74.4,128,1,9.65,774.4396617,89,20,57,1,91,1.9,91,0.1,5411.87744,7291436,2.2,2.3,0.755,13.6
Serbia,2007,Developing,73.8,132,1,9.3,772.8700353,99,201,55.1,1,93,1.2,94,0.1,5458.121718,7381579,2.4,2.4,0.743,13.5
Serbia,2006,Developing,73.6,133,1,8.58,541.8243468,93,2,54.5,1,97,8.99,92,0.1,4129.758741,7411569,2.5,2.5,0.739,13.4
Serbia,2004,Developing,73,134,1,7.42,462.7076756,89,11,53.3,1,96,8.24,88,0.1,3331.228766,7463157,2.6,2.6,0.72,13.1
Serbia,2002,Developing,72.9,133,1,6.95,292.6142378,,63,52.2,1,95,8.9,95,0.1,2149.9944,7496522,2.7,2.8,0.715,13.2
Serbia,2000,Developing,72.6,141,1,7.38,11.85928108,,38,51.2,2,98,6.53,95,0.1,87.1365252,7516346,2.8,2.9,0.702,13
Seychelles,2015,Developing,73.2,168,0,,0,98,0,37.4,0,97,,97,0.1,1539.464,93419,5.7,6,0.781,14.1
Seychelles,2014,Developing,73,17,0,0.01,151.1045552,99,0,36.2,0,99,3.37,99,0.1,1557.77892,91359,5.7,6,0.766,13.2
Seychelles,2013,Developing,72.9,172,0,0.01,1521.672751,99,0,35.5,0,98,3.58,98,0.1,15687.34795,89949,5.7,6.1,0.762,13.5
Seychelles,2011,Developing,72.6,177,0,9.72,1121.475547,99,0,34.2,0,99,3.38,99,0.1,12189.9516,87441,5.7,6.1,0.744,13.3
Seychelles,2009,Developing,72.3,182,0,4.94,75.2256582,99,0,32.4,0,99,2.64,99,0.1,976.9566,87298,5.8,6.2,0.739,13.2
Seychelles,2008,Developing,72.2,184,0,6.33,701.8526364,99,0,31.8,0,99,2.64,99,0.1,11122.8627,86956,5.9,6.3,0.739,13.2
Seychelles,2005,Developing,72.2,185,0,7.82,21.4653132,99,0,3.1,0,99,3.91,99,0.1,1192.5174,82858,6,6.4,0.712,12.1
Seychelles,2004,Developing,72.1,186,0,7.91,12.94324581,99,0,29.2,0,99,4.17,99,0.1,1176.65871,82475,6,6.4,0.715,12.3
Seychelles,2003,Developing,72.1,185,0,7.41,843.1186662,99,0,28.7,0,99,4.64,99,0.1,8524.961236,82781,6.1,6.5,0.713,12.1
Seychelles,2002,Developing,72.1,186,0,11.15,562.3601848,99,0,28.1,0,99,4.21,99,0.1,8331.261997,83723,6.1,6.6,0.712,12.1
Sierra Leone,2011,Developing,48.9,418,26,3.78,54.6659175,89,1865,22.2,38,88,11.98,89,1.3,445.525,6611692,8.1,8,0.392,8.9
Sierra Leone,2008,Developing,46.2,441,29,3.91,5.379606465,77,44,2.7,44,75,1.29,77,1.9,46.3759178,6165372,8.7,8.7,0.367,8.3
Sierra Leone,2006,Developing,44.3,464,30,3.8,38.00075788,,33,19.7,46,65,1.68,64,2.2,322.313468,5848692,9.1,9.1,0.348,8
Sierra Leone,2005,Developing,43.3,48,30,3.83,42.08892911,,29,19.2,47,67,12.25,65,2.2,287.6891942,5658379,9.3,9.3,0.341,7.8
Sierra Leone,2004,Developing,42.3,496,30,3.99,38.52454761,,7,18.8,47,69,11.66,65,2.1,263.145817,5439695,9.5,9.5,0.332,7.6
Sierra Leone,2003,Developing,41.5,57,30,4.07,38.61473209,,586,18.4,47,66,11.69,73,1.9,263.7618312,5199549,9.7,9.8,0.322,7.4
Sierra Leone,2002,Developing,48,513,30,4.06,36.59114895,,568,17.9,48,54,11.96,53,1.7,249.939542,4957216,9.9,1,0.306,7.2
Sierra Leone,2001,Developing,41,519,30,4.21,33.34691455,,649,17.5,48,38,11.83,38,1.5,227.779471,4739147,1.1,1.2,0.302,7
Sierra Leone,2000,Developing,39,533,29,3.97,20.39568283,,3575,17.2,48,46,13.63,44,1.2,139.3147734,4564297,1.3,1.4,0.292,6.7
Singapore,2015,Developed,83.1,55,0,1.79,0,96,0,33.2,0,96,,96,0.1,53629.73746,5000000,2.2,2.2,0.924,15.4
Singapore,2014,Developed,82.9,56,0,1.83,7971.646361,96,0,32.9,0,96,4.92,96,0.1,56336.7234,5000000,2.2,2.2,0.922,15.4
Singapore,2013,Developed,82.7,57,0,1.83,714.3441019,97,138,32.7,0,97,4.53,97,0.1,5629.18914,5000000,2.2,2.2,0.92,15.4
Singapore,2012,Developed,82.5,59,0,1.89,6041.858981,97,42,32.4,0,97,4.22,97,0.1,54431.16199,5000000,2.2,2.1,0.917,15.4
Singapore,2011,Developed,82.2,6,0,1.8,638.0001097,96,148,32.1,0,96,3.93,96,0.1,53166.67581,5000000,2.1,2.1,0.911,15.2
Singapore,2010,Developed,82,61,0,1.84,4540.543752,96,50,31.8,0,96,3.96,96,0.1,46569.67951,5000000,2.1,2.1,0.889,14.5
Singapore,2009,Developed,81.7,62,0,1.73,462.9306986,96,16,31.5,0,97,4.27,97,0.1,38577.55822,5000000,2.1,2.1,0.887,14.4
Singapore,2008,Developed,81.4,64,0,1.7,3404.13099,97,18,31.2,0,97,3.91,97,0.1,39721.4818,5000000,2.1,2.1,0.88,14.2
Singapore,2007,Developed,81.1,65,0,1.6,3082.973535,96,15,3.9,0,97,3.46,97,0.1,39223.58187,5000000,2.1,2,0.873,14.1
Singapore,2006,Developed,87,66,0,1.55,2639.376955,95,23,3.5,0,95,3.66,95,0.1,33579.85948,5000000,2.1,2,0.839,13.9
Singapore,2005,Developed,82,69,0,1.49,2356.731479,96,33,3.2,0,96,3.74,96,0.1,29869.85398,5000000,2.1,2,0.821,12.6
Singapore,2004,Developed,79.7,71,0,1.45,204.2481892,94,96,29.9,0,95,3.17,95,0.1,2745.27136,5000000,2.1,2,0.82,12.7
Singapore,2003,Developed,79.3,73,0,1.43,2263.068326,95,33,29.6,0,96,3.63,96,0.1,23573.6284,5000000,2.1,2,0.819,12.7
Singapore,2002,Developed,79,74,0,2.16,142.0989818,95,211,29.2,0,94,2.84,94,0.1,2216.83279,5000000,2.1,2,0.818,12.6
Singapore,2001,Developed,78.7,76,0,2.08,1003.366877,95,408,28.9,0,95,2.37,96,0.1,21577.7823,5000000,2.1,2,0.82,12.7
Singapore,2000,Developed,78.3,78,0,2.03,1855.828806,97,141,28.5,0,98,2.71,98,0.1,23792.677,5000000,2.1,2,0.81,12.5
Slovakia,2015,Developed,76.7,19,0,,0,96,1,59.1,0,96,,96,0.1,16000,5000000,1.2,1.2,0.842,15
Slovakia,2014,Developed,76.4,113,0,10.6,0,97,0,58.4,0,97,8.5,97,0.1,16000,5000000,1.2,1.2,0.841,15.1
Slovakia,2013,Developed,76.1,114,0,9.89,0,98,0,57.8,0,98,8,98,0.1,16000,5000000,1.2,1.3,0.838,15
Slovakia,2012,Developed,75.8,118,0,10.12,0,99,0,57.2,0,99,8.15,99,0.1,16000,5000000,1.2,1.3,0.835,15
Slovakia,2011,Developed,75.6,122,0,10.24,0,99,0,56.5,0,99,7.96,99,0.1,16000,5000000,1.2,1.3,0.829,15
Slovakia,2010,Developed,75.1,124,0,10.13,0,99,0,55.9,0,99,8.51,99,0.1,16000,5000000,1.3,1.3,0.822,15
Slovakia,2009,Developed,75,131,0,10.63,0,99,0,55.3,0,99,9.15,99,0.1,16000,5000000,1.3,1.4,0.82,14.9
Slovakia,2008,Developed,74.7,136,0,11.37,0,99,0,54.8,0,99,8.2,99,0.1,16000,5000000,1.3,1.4,0.813,14.8
Slovakia,2007,Developed,74.4,14,0,10.58,0,99,0,54.2,0,99,7.76,99,0.1,16000,5000000,1.3,1.4,0.802,14.5
Slovakia,2006,Developed,74.3,138,0,10.28,0,99,0,53.7,0,99,7.35,99,0.1,16000,5000000,1.4,1.5,0.793,14.3
Slovakia,2005,Developed,74,141,0,10.81,0,99,0,53.1,0,99,7.4,99,0.1,16000,5000000,1.4,1.5,0.784,14
Slovakia,2004,Developed,74.1,138,0,10.03,0,99,2,52.6,0,99,7.21,99,0.1,16000,5000000,1.4,1.5,0.776,13.8
Slovakia,2003,Developed,73.8,144,0,9.85,0,99,1,52.1,0,98,5.82,99,0.1,16000,5000000,1.5,1.6,0.771,13.6
Slovakia,2002,Developed,73.7,145,0,10.78,0,99,0,51.6,0,98,5.63,99,0.1,16000,5000000,1.5,1.6,0.763,13.3
Slovakia,2001,Developed,73.3,145,0,10.73,0,99,0,51.1,1,99,5.5,99,0.1,16000,5000000,1.5,1.6,0.763,13.3
Slovakia,2000,Developed,73,147,0,11.06,0,98,0,5.7,1,98,5.5,99,0.1,16000,5000000,1.6,1.7,0.761,13
Slovenia,2003,Developed,76.5,119,0,11.58,203.3252124,,0,52.9,0,95,8.77,95,0.1,1488.47154,1995733,2,2.1,0.843,16.1
Slovenia,2000,Developed,76,122,0,11.9,161.4473853,,0,51.2,0,93,8.26,91,0.1,1227.73677,1988925,2.2,2.3,0.818,14.6
Solomon Islands,2015,Developing,69.2,177,0,,0,98,0,5.5,0,99,,98,0.1,1922.41388,587482,1.1,1.2,0.514,9.6
Solomon Islands,2013,Developing,68.8,182,0,0.01,24.73328608,94,0,48.9,0,99,5.42,94,0.1,188.5159,563513,1.1,1.2,0.509,9.5
Solomon Islands,2012,Developing,68.7,184,0,0.01,247.9492284,99,0,48.1,0,99,5.48,99,0.1,1858.689868,551531,1.2,1.2,0.505,9.4
Solomon Islands,2011,Developing,68.5,186,0,0.99,229.6687488,99,0,47.2,0,99,5.8,99,0.1,1642.837974,539614,1.2,1.2,0.497,9.4
Solomon Islands,2006,Developing,67.6,2,0,0.99,240.4851202,99,0,43,0,99,6.66,99,0.1,948.6592511,481422,1.3,1.3,0.47,8.4
Solomon Islands,2005,Developing,67.4,24,0,0.9,25.31155956,83,0,42.1,0,9,7.83,89,0.1,88.874858,469885,1.3,1.3,0.465,8.3
Solomon Islands,2004,Developing,67.1,29,0,1.18,195.5259417,81,0,41.3,0,89,5.64,9,0.1,818.442619,458324,1.3,1.3,0.459,8.1
Solomon Islands,2003,Developing,66.8,215,0,1.18,16.83170578,79,0,4.4,0,84,6,84,0.1,744.7657423,446769,1.3,1.3,0.453,8
Solomon Islands,2002,Developing,66.5,22,0,1.08,156.2847968,75,0,39.6,0,78,6.9,78,0.1,784.9562874,435262,1.4,1.4,0.446,7.3
Solomon Islands,2001,Developing,66.2,227,0,0.7,325.1114746,83,0,38.7,0,88,6.44,84,0.1,944.81684,423853,1.4,1.4,0.442,6.6
Somalia,2015,Developing,55,312,50,,0,42,7497,24.3,80,47,,42,0.7,426.98537,13000000,6.6,6.4,,
Somalia,2014,Developing,54.3,321,51,0.01,0,42,10229,23.8,80,47,,42,0.8,417.89143,13000000,6.7,6.5,,
Somalia,2013,Developing,54.2,318,51,0.01,0,42,3173,23.3,81,47,,42,0.8,417.5432354,13000000,6.8,6.6,,
Somalia,2012,Developing,53.1,336,51,0.01,0,,9983,22.9,82,47,,42,0.8,400,13000000,6.8,6.7,,
Somalia,2011,Developing,53.1,329,51,0.01,0,,17298,22.4,82,49,,41,0.8,400,13000000,6.9,6.7,,
Somalia,2010,Developing,52.4,336,52,0.01,0,,115,22,83,49,,45,0.8,400,13000000,7,6.8,,
Somalia,2009,Developing,52.2,335,52,0.01,0,,13,21.5,84,41,,42,0.8,400,13000000,7.1,6.9,,
Somalia,2008,Developing,51.9,336,52,0.01,0,,1081,21.1,84,4,,31,0.9,400,13000000,7.2,7,,
Somalia,2007,Developing,51.5,34,52,0.01,0,,1149,2.7,84,4,,4,0.9,400,13000000,7.3,7.1,,
Somalia,2006,Developing,51.5,337,51,0.01,0,,7,2.2,83,26,,26,0.9,400,13000000,7.4,7.2,,
Somalia,2005,Developing,51.6,334,50,0.01,0,,0,19.8,82,35,,35,0.9,400,13000000,7.5,7.3,,
Somalia,2004,Developing,51.2,341,49,0.01,0,,12008,19.4,80,3,,3,0.9,400,13000000,7.6,7.4,,
Somalia,2003,Developing,51.1,344,48,0.01,0,,8257,19,78,4,,4,0.9,400,13000000,7.7,7.5,,
Somalia,2002,Developing,58,348,47,0.01,0,,9559,18.6,77,4,,4,0.9,400,13000000,7.8,7.6,,
Somalia,2001,Developing,57,352,46,0.01,0,,3571,18.2,75,33,,33,0.8,400,13000000,7.9,7.7,,
Somalia,2000,Developing,55,355,45,0.01,0,,3965,17.8,74,37,,33,0.8,400,13000000,8,7.9,,
South Africa,2014,Developing,62,347,42,7.38,922.0507313,8,66,5.3,52,77,8.8,77,3.7,6479.625659,54146734,4.9,5.9,0.66,13
South Africa,2013,Developing,69,371,43,7.34,978.5905287,7,25,49.5,54,73,8.78,73,4.5,6876.953821,53311955,5.4,6.5,0.652,12.8
South Africa,2011,Developing,58.9,413,43,7.38,123.753335,76,92,47.9,58,69,8.61,69,8.5,849.954224,51729345,6.6,8,0.638,12.8
South Africa,2008,Developing,55.3,473,50,8.19,780.0336423,76,39,45.7,75,77,7.75,79,23.5,5786.59972,49557573,8.9,1.7,0.616,12.9
South Africa,2007,Developing,54.5,486,51,8.48,805.490079,83,31,45,79,79,7.53,82,26.4,6125.39984,48883845,9.7,11.7,0.612,12.9
South Africa,2003,Developing,54,485,55,6.93,519.1563781,71,244,42.2,82,7,8.26,69,28.9,3775.68275,46418193,13.5,16.1,0.613,12.9
South Africa,2002,Developing,54.9,459,54,7.04,346.5316007,72,1043,41.6,79,7,8.9,7,26.6,2518.398261,45855482,14.5,17.1,0.62,12.9
South Africa,2001,Developing,56,429,52,7.38,365.2585722,72,1166,4.9,76,71,8.31,71,24,2681.781,45312937,15.4,18.1,0.629,13
South Africa,2000,Developing,57.3,397,51,7.3,45.96380839,73,1459,4.1,73,71,8.7,73,21.3,337.2253,44896856,16.3,19.1,0.635,13
South Sudan,2015,Developing,57.3,332,26,,0,31,878,,39,41,,31,3.4,758.725782,11882136,,,0.421,4.9
South Sudan,2008,Developing,53.6,377,27,,0,,0,,42,,,,4.2,1678.711862,9263136,,,0,0
South Sudan,2006,Developing,52.5,383,28,,0,,0,,43,,,,4.1,,8468152,,,0,0
South Sudan,2004,Developing,51.4,383,29,,0,,0,,45,,,,3.8,,7787655,,,0,0
South Sudan,2002,Developing,52,382,30,,0,,0,,48,,,,3.3,,7237276,,,0,0
South Sudan,2001,Developing,49.6,381,30,,0,,0,,49,,,,3,,6974442,,,0,0
Spain,2015,Developed,82.8,56,1,,0,97,115,66.6,1,97,,97,0.1,25683.84565,46447697,0.6,0.5,0.882,17.7
Spain,2011,Developed,82.1,63,1,9.62,4873.8188,97,3802,64.1,2,97,9.48,97,0.1,31834.21816,46742697,0.6,0.5,0.867,16.9
Spain,2010,Developed,81.9,64,1,9.78,578.7417172,97,302,63.5,2,97,9.56,97,0.1,3736.228,46576897,0.6,0.5,0.86,16.4
Spain,2009,Developed,81.6,66,2,9.99,5047.254058,96,41,62.9,2,96,9.52,96,0.1,32333.4661,46362946,0.6,0.5,0.858,16.3
Spain,2006,Developed,88,73,2,11.86,4460.390006,97,362,61.1,2,98,8.23,98,0.1,28482.6948,44397319,0.6,0.5,0.844,15.9
Spain,2005,Developed,81,77,2,11.92,405.4475981,96,22,6.5,2,96,8.12,96,0.1,2651.71745,43653155,0.6,0.5,0.837,15.8
Spain,2004,Developed,81,79,2,11.96,3715.370095,97,26,59.9,2,97,8.5,97,0.1,24918.64584,42921895,0.6,0.5,0.833,15.6
Spain,2003,Developed,79.4,83,2,12.09,3205.019918,81,256,59.3,2,99,7.99,98,0.1,21495.7741,42187645,0.6,0.5,0.83,15.6
Spain,2002,Developed,79.5,83,2,12.26,228.3543024,82,67,58.8,2,98,7.25,98,0.1,1719.53541,41431558,0.6,0.5,0.828,15.7
Sri Lanka,2015,Developing,74.9,138,3,,0,99,1568,23.4,3,99,,99,0.1,3844.89123,20000000,15.1,15,0.764,14
Sri Lanka,2014,Developing,74.7,141,3,2.37,42.7308283,99,1686,22.7,3,99,3.5,99,0.1,382.54994,20000000,15.2,15,0.76,14
Sri Lanka,2013,Developing,74.6,142,3,2.56,41.62053588,99,2107,21.9,3,99,3.68,99,0.1,361.289374,20000000,15.2,15.1,0.757,13.8
Sri Lanka,2012,Developing,74.5,143,3,2.8,20.76877311,99,51,21.2,4,99,3.21,99,0.1,335.521375,20000000,15.3,15.2,0.752,13.7
Sri Lanka,2011,Developing,74.5,141,3,3.03,20.83302367,99,60,2.5,4,99,3.28,99,0.1,322.992615,20000000,15.3,15.3,0.746,13.6
Sri Lanka,2010,Developing,74.5,138,3,2.31,191.7267589,99,79,19.8,4,99,3.43,99,0.1,2819.511161,20000000,15.3,15.3,0.739,13.5
Sri Lanka,2009,Developing,71.8,183,4,2.05,13.39092189,97,21,19.2,4,97,3.37,97,0.1,216.681584,20000000,15.3,15.4,0.735,13.4
Sri Lanka,2008,Developing,72.3,172,4,2.1,17.81424344,98,33,18.5,4,98,3.44,98,0.1,254.489192,20000000,15.4,15.4,0.731,13.3
Sri Lanka,2007,Developing,73.7,146,4,2.29,127.6377505,98,44,17.9,5,98,3.76,98,0.1,1644.816372,20000000,15.4,15.5,0.725,13.2
Sri Lanka,2006,Developing,73.8,145,4,1.96,120.2471713,98,0,17.2,5,98,4.6,98,0.1,1448.7611,20000000,15.4,15.5,0.718,13.1
Sri Lanka,2005,Developing,74.2,138,4,1.97,97.76637062,99,3,16.6,5,99,4.6,99,0.1,1259.87591,20000000,15.4,15.5,0.712,12.9
Sri Lanka,2004,Developing,69.1,197,6,1.56,15.35342268,62,35,16.1,10,97,4.28,97,0.1,174.6692,20000000,15.4,15.5,0.705,12.8
Sri Lanka,2003,Developing,73.9,146,5,1.69,72.4280894,32,65,15.6,5,98,3.95,99,0.1,989.4547732,20000000,15.4,15.5,0.697,12.7
Sri Lanka,2002,Developing,73.7,149,5,1.62,59.63595674,,139,15.1,5,98,3.89,98,0.1,873.1472436,20000000,15.4,15.6,0.699,12.6
Sri Lanka,2001,Developing,72.7,16,5,1.68,53.61278637,,309,14.6,6,98,3.81,98,0.1,837.699787,20000000,15.4,15.6,0.686,12.5
Sri Lanka,2000,Developing,71.5,175,5,1.45,60.4909815,,16527,14.1,6,99,3.77,99,0.1,875.412178,20000000,15.3,15.5,0.677,12.4
Sudan,2014,Developing,63.8,229,59,0.01,253.6086508,94,676,,86,94,8.43,94,0.3,2176.89829,37737913,,,0.485,7.2
Sudan,2013,Developing,63.5,232,60,0.01,227.8353208,93,2813,,88,93,8.42,93,0.3,1955.66799,36849918,,,0.478,7
Sudan,2011,Developing,62.7,241,61,2.12,196.6892153,93,5616,,91,93,8.3,93,0.3,1666.857757,35167314,,,0.463,7
Sudan,2010,Developing,62.5,243,62,1.77,172.0097884,75,680,,92,9,7.97,9,0.3,1476.47887,34385963,,,0.461,7
Sudan,2008,Developing,61.8,251,64,2.01,128.6362711,78,129,,95,85,8.17,86,0.3,1291.528826,32955496,,,0.444,6.3
Sudan,2007,Developing,61.4,254,65,2.01,86.13166944,78,327,,97,84,4.72,84,0.3,1115.6952,32282526,,,0.44,6.4
Sudan,2003,Developing,59.6,278,69,1.74,35.35264737,,4381,,104,69,3.18,69,0.2,477.738478,29435944,,,0.409,5.6
Sudan,2002,Developing,59.4,277,70,1.59,30.62287548,,4529,,106,6,2.95,6,0.2,412.1517561,28679565,,,0.403,5.6
Suriname,2014,Developing,71.4,178,0,6.32,1132.432517,85,0,57.7,0,85,5.69,85,0.4,9564.46383,547928,3.5,3.5,0.722,12.7
Suriname,2011,Developing,76,187,0,5.64,989.1263558,86,0,55.5,0,86,5.93,86,0.1,8318.97692,531589,3.5,3.4,0.704,12.5
Suriname,2008,Developing,69.8,196,0,4.94,815.4355995,84,0,53.3,0,85,5.92,85,1.2,6858.163158,515148,3.5,3.4,0.691,11.9
Suriname,2005,Developing,68.9,25,0,4.47,418.9206608,83,0,51.1,0,84,6.78,83,0.6,3595.8855,498946,3.5,3.4,0.672,11.3
Suriname,2003,Developing,68,223,0,4.53,32.3662077,,0,49.7,0,74,6.62,75,1,263.1399,488332,3.5,3.5,0,10.9
Swaziland,2013,Developing,57.6,393,2,0.01,708.9556648,98,0,31.2,3,98,9.66,98,9.8,3598.75972,1271456,4.5,4.6,0.539,11.4
Swaziland,2012,Developing,56.5,412,2,0.01,720.2333929,95,0,3.7,3,92,8.76,95,12.2,3851.51547,1248158,4.8,4.9,0.534,11.3
Swaziland,2011,Developing,55,438,2,5.2,735.7090978,91,0,3.2,3,85,8.61,91,15.7,3934.27325,1225258,5.1,5.2,0.526,11.2
Swaziland,2008,Developing,51.4,477,3,4.87,413.0063027,9,1,28.9,4,89,8.19,88,40.2,2842.438422,1158897,6.1,6.3,0.514,10.6
Swaziland,2007,Developing,50,51,3,5.55,43.3664999,92,0,28.5,4,88,7.5,87,40.7,347.48798,1138434,6.5,6.7,0.508,10.5
Sweden,2015,Developed,82.4,53,0,,0,67,22,59.5,0,98,,98,0.1,5585.25847,9799186,1.5,1.4,0.909,15.9
Sweden,2012,Developed,81.7,57,0,7.4,10947.02327,53,30,58.1,0,98,11.8,98,0.1,57134.777,9519374,1.4,1.3,0.903,15.8
Sweden,2011,Developed,81.7,58,0,7.4,11477.6671,42,26,57.7,0,98,11.7,98,0.1,59593.28711,9449213,1.4,1.3,0.901,16
Sweden,2010,Developed,81.5,58,0,7.2,778.2477467,,6,57.3,0,98,9.47,98,0.1,5276.25591,9378126,1.3,1.3,0.895,15.8
Sweden,2009,Developed,81.4,62,0,7.3,682.1070608,,3,56.9,0,98,9.94,98,0.1,4627.592,9298515,1.3,1.3,0.898,15.8
Sweden,2008,Developed,81.1,62,0,6.9,8105.590882,,25,56.5,0,98,9.23,98,0.1,55746.84238,9219637,1.3,1.3,0.897,15.7
Sweden,2004,Developed,83,7,0,6.6,5793.363644,,5,54.9,0,99,9.9,99,0.1,42442.2245,8993531,1.3,1.3,0.888,16
Sweden,2003,Developed,82,69,0,6.9,5067.411418,,3,54.4,0,99,9.31,99,0.1,36961.42537,8958229,1.3,1.3,0.882,15.9
Sweden,2002,Developed,79.9,71,0,6.9,3998.09987,,9,53.9,0,99,9.23,99,0.1,29571.7446,8924958,1.3,1.3,0.88,15.9
Switzerland,2015,Developed,83.4,49,0,,0,,35,57.4,0,97,,97,0.1,8989.8424,8282396,0.4,0.3,0.938,16
Switzerland,2014,Developed,83.2,51,0,9.61,19479.91161,,23,57,0,96,11.66,96,0.1,85814.58857,8188649,0.4,0.3,0.936,15.9
Switzerland,2012,Developed,82.7,54,0,9.86,18379.32974,,61,56.2,0,96,11.59,96,0.1,83164.38795,7996861,0.5,0.3,0.932,15.7
Switzerland,2011,Developed,82.6,55,0,9.99,18822.86732,,621,55.8,0,96,11.21,96,0.1,87998.44468,7912398,0.5,0.3,0.932,15.6
Switzerland,2009,Developed,82.1,6,0,10.15,14714.82588,,958,55,0,96,11,95,0.1,69672.471,7743831,0.5,0.4,0.916,15.3
Switzerland,2008,Developed,82,6,0,10.29,2084.255535,,2022,54.6,0,96,1.29,95,0.1,72119.5687,7647675,0.5,0.4,0.914,15.3
Switzerland,2007,Developed,81.7,63,0,10.44,11892.33429,,1015,54.1,0,94,1.21,94,0.1,63223.46778,7551117,0.5,0.4,0.911,15.3
Switzerland,2006,Developed,81.5,65,0,10.24,10598.08187,,0,53.7,0,94,1.39,94,0.1,57348.92788,7483934,0.6,0.4,0.904,15.2
Switzerland,2005,Developed,81.1,66,0,10.15,10055.34981,,60,53.2,0,94,1.86,94,0.1,54797.54663,7437115,0.6,0.4,0.899,15.2
Switzerland,2004,Developed,81,69,0,10.55,9495.540576,,39,52.8,0,95,1.96,93,0.1,53255.97631,7389625,0.6,0.4,0.895,15.1
Switzerland,2002,Developed,84,74,0,10.85,6853.628494,,0,51.8,0,95,1.61,93,0.1,41336.72192,7284753,0.6,0.5,0.89,15.2
Switzerland,2001,Developed,82,75,0,11.12,6478.346135,,700,51.3,0,95,1.28,93,0.1,38538.64447,7229854,0.7,0.5,0.888,15.2
Syrian Arab Republic,2015,Developing,64.5,293,6,,0,41,45,57.1,8,5,,41,0.1,,18734987,6.3,6.1,0.553,9
Syrian Arab Republic,2006,Developing,73.7,123,8,0.97,122.6523334,83,517,48.5,10,83,3.78,8,0.1,1762.24617,18914977,6.4,6.3,0.636,11.4
Syrian Arab Republic,2005,Developing,73.5,127,9,0.92,116.2585943,83,375,47.6,10,83,4.11,8,0.1,1577.457182,18294611,6.5,6.3,0.624,11
Syrian Arab Republic,2003,Developing,73,134,9,1.29,94.75639211,81,801,46,11,85,5.12,83,0.1,1253.39143,17415266,6.6,6.4,0.599,10.3
Syrian Arab Republic,2001,Developing,72.7,135,10,1.29,93.50075111,8,290,44.6,11,83,4.92,82,0.1,1258.421953,16766899,6.7,6.5,0.589,10.1
Tajikistan,2015,Developing,69.7,161,10,,0,96,3,4.7,11,96,,96,0.2,918.6771543,8548651,3.6,3.7,0.625,11.3
Tajikistan,2014,Developing,69.6,162,10,0.01,7.829008596,97,0,39.9,11,94,6.88,97,0.2,114.45919,8362745,3.6,3.7,0.622,11.3
Tajikistan,2011,Developing,68.1,166,10,0.32,51.9919227,96,1,37.4,12,97,5.98,96,0.2,834.5412953,7815949,3.7,3.7,0.608,11.1
Tajikistan,2009,Developing,66.7,174,10,0.3,35.71613793,93,0,35.9,12,93,5.93,93,0.2,666.3458569,7472819,3.7,3.8,0.601,11.1
Tajikistan,2007,Developing,66.1,181,10,0.35,2.272404904,84,2,34.7,12,85,5.35,86,0.3,52.35956,7152385,3.8,3.8,0.586,10.9
